ActivityStartDate,ActivityStartTime/Time,ActivityEndDate,ActivityEndTime/Time,MonitoringLocationIdentifier,ActivityDepthHeightMeasure/MeasureValue,ActivityMediaName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,MeasureQualifierCode,DetectionQuantitationLimitMeasure/MeasureValue,ResultDetectionConditionText,ProjectIdentifier,ResultAnalyticalMethod/MethodName,ProviderName,ActivityDepthHeightMeasure/MeasureUnitCode
2017-01-05,12:08:00,,,21OHIO_WQX-P11S74,,Water,Total dissolved solids,506,mg/L,Final,,10.0,,1385,2540 C ~ Total Dissolved Solids in Water,STORET,
2017-09-06,13:21:00,,,21OHIO_WQX-P11A07,,Water,"Hardness, Ca, Mg",173,mg/L,Final,,10.0,,1812,Metals in Water by ICP-AES,STORET,
2017-10-30,11:39:00,,,21OHIO_WQX-P11S74,,Water,Specific conductance,1112,umho/cm,Final,,,,1385;1822,,STORET,
2017-02-08,12:01:00,,,21OHIO_WQX-P11P18,,Water,Sulfate,38.5,mg/L,Final,,10.0,,1771,Sulfate in Water by Colorimetry,STORET,
2017-07-10,14:40:00,,,21OHIO_WQX-P11P05,,Water,Total suspended solids,19.5,mg/L,Final,,5.0,,1812,2540 D ~ Total Suspended Solids in Water,STORET,
2017-09-05,12:42:00,,,21OHIO_WQX-P11K05,,Water,Specific conductance,650,umho/cm,Final,,2.0,,1812,2510 B ~ Conductivity - Laboratory Method,STORET,
2017-12-07,13:45:00,,,21OHIO_WQX-P11P18,,Water,pH,8.04,,Final,,,,1771,,STORET,
2017-08-22,10:54:00,,,21OHIO_WQX-P11S74,,Water,pH,7.69,,Final,,,,1385;1822,,STORET,
2017-05-11,13:24:00,,,21OHIO_WQX-P11P05,,Water,Chloride,74.1,mg/L,Final,,5.0,,1812,Chloride by Colorimetric Analysis I,STORET,
2017-04-04,13:31:00,,,21OHIO_WQX-P11P05,,Water,Nitrite,0.0278,mg/L,Final,,0.02,,1812,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-01-05,13:02:00,,,21OHIO_WQX-P11P18,,Water,Chloride,114,mg/L,Final,,5.0,,1771,Chloride by Colorimetric Analysis I,STORET,
2017-03-20,13:05:00,,,21OHIO_WQX-P11P18,,Water,Sulfate,43.6,mg/L,Final,,10.0,,1771,Sulfate in Water by Colorimetry,STORET,
2017-07-10,13:48:00,,,21OHIO_WQX-P11K05,,Water,"Total Phosphorus, mixed forms",0.351,mg/L,Final,,0.01,,1812,Total Phosphorus After Block Digestion,STORET,
2017-09-06,12:30:00,,,21OHIO_WQX-P11P18,,Water,Dissolved oxygen saturation,85.7,%,Final,,,,1812,,STORET,
2017-06-26,13:43:00,,,21OHIO_WQX-P11P05,,Water,Orthophosphate,0.0781,mg/L,Final,,0.01,,1812,Phosphorus by Colorimetry,STORET,
2017-07-25,09:37:00,,,21OHIO_WQX-P11Q07,,Water,Magnesium,14.6,mg/L,Final,,1.0,,1812,Metals in Water by ICP-AES,STORET,
2017-07-11,10:51:00,,,21OHIO_WQX-P11P05,,Water,Cadmium,,,Final,,0.2,Below Reporting Limit,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-07-11,10:03:00,,,21OHIO_WQX-P11P08,,Water,Cadmium,,,Final,,0.2,Below Reporting Limit,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-06-20,11:08:00,,,21OHIO_WQX-P11A07,,Water,Nickel,2.32,ug/L,Final,,2.0,,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-07-17,15:09:00,,,21OHIO_WQX-P11S74,,Water,Zinc,,,Final,,10.0,Below Reporting Limit,1385,Metals in Water by ICP-AES,STORET,
2017-05-24,12:31:00,,,21OHIO_WQX-P11P18,,Water,Nitrite,0.0327,mg/L,Final,,0.02,,1771,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-07-17,15:33:00,,,21OHIO_WQX-P11P18,,Water,Strontium,979,ug/L,Final,,30.0,,1771,Metals in Water by ICP-AES,STORET,
2017-07-11,11:09:00,,,21OHIO_WQX-P11A07,,Water,"Alkalinity, total",129,mg/L,Final,,5.0,,1812,Alkalinity by Titration,STORET,
2017-06-20,10:43:00,,,21OHIO_WQX-P11P05,,Water,Iron,780,ug/L,Final,,50.0,,1812,Metals in Water by ICP-AES,STORET,
2017-11-07,10:59:00,,,21OHIO_WQX-P11P05,,Water,Calcium,45.5,mg/L,Final,,2.0,,1812,Metals in Water by ICP-AES,STORET,
2017-07-20,10:13:00,,,21OHIO_WQX-P11S74,,Water,Dissolved oxygen saturation,82.2,%,Final,,,,1822,,STORET,
2017-07-24,13:26:00,,,21OHIO_WQX-P11K10,,Water,Total suspended solids,,,Final,,5.0,Below Reporting Limit,1812,2540 D ~ Total Suspended Solids in Water,STORET,
2017-02-08,12:26:00,,,21OHIO_WQX-P11S74,,Water,Specific conductance,461.5,umho/cm,Final,,,,1385,,STORET,
2017-10-30,12:04:00,,,21OHIO_WQX-P11P18,,Water,Sodium,74.6,mg/L,Final,,5.0,,1771,Metals in Water by ICP-AES,STORET,
2017-08-28,13:19:00,,,21OHIO_WQX-P11A03,,Water,Dissolved oxygen saturation,43.9,%,Final,,,,1812,,STORET,
2017-09-06,12:21:00,,,21OHIO_WQX-P11K10,,Water,"Temperature, water",16.5,deg C,Final,,,,1812,,STORET,
2017-06-20,11:08:00,,,21OHIO_WQX-P11A07,,Water,Aluminum,,,Final,,200.0,Below Reporting Limit,1812,Metals in Water by ICP-AES,STORET,
2017-07-27,11:00:00,,,21OHIO_WQX-P11K05,,Water,Nitrite,,,Final,,0.02,Below Reporting Limit,1812,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-04-20,14:37:00,,,21OHIO_WQX-P11P05,,Water,Calcium,64.5,mg/L,Final,,2.0,,1812,Metals in Water by ICP-AES,STORET,
2017-05-24,13:19:00,,,21OHIO_WQX-P11P05,,Water,Dissolved oxygen (DO),8.18,mg/L,Final,,,,1812,,STORET,
2017-04-05,08:57:00,,,21OHIO_WQX-P11S74,,Water,Orthophosphate,0.0273,mg/L,Final,J,0.01,,1385,Phosphorus by Colorimetry,STORET,
2017-06-22,11:31:00,,,21OHIO_WQX-P11S74,,Water,Sodium,89,mg/L,Final,,5.0,,1385;1822,Metals in Water by ICP-AES,STORET,
2017-07-24,13:34:00,,,21OHIO_WQX-P11P18,,Water,"Temperature, water",21.6,deg C,Final,,,,1812,,STORET,
2017-04-20,14:37:00,,,21OHIO_WQX-P11P05,,Water,"Alkalinity, total",180,mg/L,Final,,5.0,,1812,Alkalinity by Titration,STORET,
2017-06-20,10:08:00,,,21OHIO_WQX-P11P18,,Water,Sodium,56.7,mg/L,Final,,5.0,,1812,Metals in Water by ICP-AES,STORET,
2017-08-29,09:13:00,,,21OHIO_WQX-P11K09,,Water,Ammonia,0.148,mg/L,Final,,0.05,,1812,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,STORET,
2017-09-06,13:54:00,,,21OHIO_WQX-P11Q07,,Water,Calcium,70.9,mg/L,Final,,2.0,,1812,Metals in Water by ICP-AES,STORET,
2017-02-08,12:01:00,,,21OHIO_WQX-P11P18,,Water,Specific conductance,738,umho/cm,Final,,,,1771,,STORET,
2017-09-06,12:41:00,,,21OHIO_WQX-P11P08,,Water,Magnesium,12.1,mg/L,Final,,1.0,,1812,Metals in Water by ICP-AES,STORET,
2017-08-14,13:00:00,,,21OHIO_WQX-P11K05,,Water,"Total Phosphorus, mixed forms",0.0729,mg/L,Final,,0.01,,1812,Total Phosphorus After Block Digestion,STORET,
2017-07-24,13:34:00,,,21OHIO_WQX-P11P18,,Water,Barium,80.1,ug/L,Final,,15.0,,1812,Metals in Water by ICP-AES,STORET,
2017-07-27,10:00:00,,,21OHIO_WQX-P11P18,,Water,Nitrite,,,Final,,0.02,Below Reporting Limit,1812,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-07-12,13:20:00,,,21OHIO_WQX-P11P05,,Water,Chloride,43.4,mg/L,Final,,5.0,,1812,Chloride by Colorimetric Analysis I,STORET,
2017-06-20,09:59:00,,,21OHIO_WQX-P11K10,,Water,Chemical oxygen demand,24.2,mg/L,Final,,20.0,,1812,5220 D ~ Chemical Oxygen Demand by Colorimetry- Closed Reflux,STORET,
2017-07-24,13:15:00,,,21OHIO_WQX-P11K09,,Water,Specific conductance,1034,umho/cm,Final,,,,1812,,STORET,
2017-07-27,10:00:00,,,21OHIO_WQX-P11P18,,Water,Orthophosphate,0.0394,mg/L,Final,,0.01,,1812,Phosphorus by Colorimetry,STORET,
2017-11-15,09:47:00,,,21OHIO_WQX-P11P18,,Water,Specific conductance,823,umho/cm,Final,,2.0,,1771,2510 B ~ Conductivity - Laboratory Method,STORET,
2017-04-05,08:57:00,,,21OHIO_WQX-P11S74,,Water,"Alkalinity, total",235,mg/L,Final,,5.0,,1385,Alkalinity by Titration,STORET,
2017-11-15,09:22:00,,,21OHIO_WQX-P11S74,,Water,Nitrate + Nitrite,2.56,mg/L,Final,,0.1,,1385,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-08-15,10:13:00,,,21OHIO_WQX-P11P05,,Water,Specific conductance,883,umho/cm,Final,,2.0,,1812,2510 B ~ Conductivity - Laboratory Method,STORET,
2017-12-19,10:15:00,,,21OHIO_WQX-P11P05,,Water,Dissolved oxygen saturation,90.6,%,Final,,,,1812,,STORET,
2017-06-19,14:50:00,,,21OHIO_WQX-P11A03,,Water,Chloride,102,mg/L,Final,,5.0,,1812,Chloride by Colorimetric Analysis I,STORET,
2017-07-11,10:03:00,,,21OHIO_WQX-P11P08,,Water,Total Kjeldahl nitrogen (Organic N & NH3),1.12,mg/L,Final,,0.2,,1812,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,STORET,
2017-06-20,11:28:00,,,21OHIO_WQX-P11Q07,,Water,"Temperature, water",19.9,deg C,Final,,,,1812,,STORET,
2017-05-24,13:19:00,,,21OHIO_WQX-P11P05,,Water,"Alkalinity, total",228,mg/L,Final,,5.0,,1812,Alkalinity by Titration,STORET,
2017-01-05,13:02:00,,,21OHIO_WQX-P11P18,,Water,Ammonia,0.149,mg/L,Final,,0.05,,1771,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,STORET,
2017-06-20,11:28:00,,,21OHIO_WQX-P11Q07,,Water,Dissolved oxygen saturation,65.6,%,Final,,,,1812,,STORET,
2017-05-24,12:58:00,,,21OHIO_WQX-P11S74,,Water,"Alkalinity, total",175,mg/L,Final,,5.0,,1385,Alkalinity by Titration,STORET,
2017-06-20,11:28:00,,,21OHIO_WQX-P11Q07,,Water,Aluminum,211,ug/L,Final,,200.0,,1812,Metals in Water by ICP-AES,STORET,
2017-05-30,11:26:00,,,21OHIO_WQX-P11P05,,Water,Aluminum,,,Final,,200.0,Below Reporting Limit,1812,Metals in Water by ICP-AES,STORET,
2017-10-17,16:35:00,,,21OHIO_WQX-P11P05,,Water,Sulfate,131,mg/L,Final,,50.0,,1812,Sulfate in Water by Colorimetry,STORET,
2017-07-24,13:34:00,,,21OHIO_WQX-P11P18,,Water,Orthophosphate,0.0424,mg/L,Final,,0.01,,1812,Phosphorus by Colorimetry,STORET,
2017-08-29,09:35:00,,,21OHIO_WQX-P11P18,,Water,Sulfate,54.7,mg/L,Final,,10.0,,1812,Sulfate in Water by Colorimetry,STORET,
2017-07-12,08:41:00,,,21OHIO_WQX-P11P05,,Water,Magnesium,13.7,mg/L,Final,,1.0,,1812,Metals in Water by ICP-AES,STORET,
2017-08-14,13:00:00,,,21OHIO_WQX-P11K05,,Water,Chloride,70.4,mg/L,Final,,5.0,,1812,Chloride by Colorimetric Analysis I,STORET,
2017-09-06,12:21:00,,,21OHIO_WQX-P11K10,,Water,Total suspended solids,13.5,mg/L,Final,,5.0,,1812,2540 D ~ Total Suspended Solids in Water,STORET,
2017-08-15,09:37:00,,,21OHIO_WQX-P11P18,,Water,Chloride,133,mg/L,Final,,5.0,,1812,Chloride by Colorimetric Analysis I,STORET,
2017-04-13,12:41:00,,,21OHIO_WQX-P11P05,,Water,"Alkalinity, total",226,mg/L,Final,,5.0,,1812,Alkalinity by Titration,STORET,
2017-07-10,14:40:00,,,21OHIO_WQX-P11P05,,Water,Chromium,,,Final,,2.0,Below Reporting Limit,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-08-15,09:37:00,,,21OHIO_WQX-P11P18,,Water,Nitrite,,,Final,,0.02,Below Reporting Limit,1812,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-08-29,10:27:00,,,21OHIO_WQX-P11A07,,Water,"Total Phosphorus, mixed forms",0.0613,mg/L,Final,,0.01,,1812,Total Phosphorus After Block Digestion,STORET,
2017-06-20,10:20:00,,,21OHIO_WQX-P11P08,,Water,Magnesium,15.8,mg/L,Final,,1.0,,1812,Metals in Water by ICP-AES,STORET,
2017-09-05,12:42:00,,,21OHIO_WQX-P11K05,,Water,Nitrite,,,Final,,0.02,Below Reporting Limit,1812,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-11-16,14:09:00,,,21OHIO_WQX-P11S74,,Water,Organic carbon,7.71,mg/L,Final,,2.0,,1385,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,STORET,
2017-06-20,10:20:00,,,21OHIO_WQX-P11P08,,Water,"Alkalinity, total",180,mg/L,Final,,5.0,,1812,Alkalinity by Titration,STORET,
2017-08-29,09:35:00,,,21OHIO_WQX-P11P18,,Water,pH,7.71,,Final,,,,1812,,STORET,
2017-08-15,09:24:00,,,21OHIO_WQX-P11K10,,Water,Nitrite,,,Final,,0.02,Below Reporting Limit,1812,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-08-22,10:54:00,,,21OHIO_WQX-P11S74,,Water,"Total Phosphorus, mixed forms",0.113,mg/L,Final,,0.01,,1385;1822,Total Phosphorus After Block Digestion,STORET,
2017-05-24,13:19:00,,,21OHIO_WQX-P11P05,,Water,Aluminum,231,ug/L,Final,,200.0,,1812,Metals in Water by ICP-AES,STORET,
2017-05-04,12:43:00,,,21OHIO_WQX-P11P05,,Water,Lead,,,Final,,2.0,Below Reporting Limit,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-05-04,12:43:00,,,21OHIO_WQX-P11P05,,Water,Zinc,,,Final,,10.0,Below Reporting Limit,1812,Metals in Water by ICP-AES,STORET,
2017-09-06,12:09:00,,,21OHIO_WQX-P11K09,,Water,Nitrite,,,Final,,0.02,Below Reporting Limit,1812,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-08-15,10:37:00,,,21OHIO_WQX-P11A07,,Water,Strontium,2820,ug/L,Final,,30.0,,1812,Metals in Water by ICP-AES,STORET,
2017-05-24,12:58:00,,,21OHIO_WQX-P11S74,,Water,Orthophosphate,0.0238,mg/L,Final,,0.01,,1385,Phosphorus by Colorimetry,STORET,
2017-08-15,10:37:00,,,21OHIO_WQX-P11A07,,Water,Calcium,74.7,mg/L,Final,,2.0,,1812,Metals in Water by ICP-AES,STORET,
2017-05-11,13:24:00,,,21OHIO_WQX-P11P05,,Water,Lead,,,Final,,2.0,Below Reporting Limit,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-08-15,10:57:00,,,21OHIO_WQX-P11Q07,,Water,Calcium,58.1,mg/L,Final,,2.0,,1812,Metals in Water by ICP-AES,STORET,
2017-06-20,10:43:00,,,21OHIO_WQX-P11P05,,Water,Magnesium,14.9,mg/L,Final,,1.0,,1812,Metals in Water by ICP-AES,STORET,
2017-07-24,13:15:00,,,21OHIO_WQX-P11K09,,Water,"Alkalinity, total",214,mg/L,Final,,5.0,,1812,Alkalinity by Titration,STORET,
2017-07-24,13:15:00,,,21OHIO_WQX-P11K09,,Water,Total Kjeldahl nitrogen (Organic N & NH3),0.38,mg/L,Final,,0.2,,1812,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,STORET,
2017-04-05,08:57:00,,,21OHIO_WQX-P11S74,,Water,Zinc,,,Final,,10.0,Below Reporting Limit,1385,Metals in Water by ICP-AES,STORET,
2017-04-05,08:57:00,,,21OHIO_WQX-P11S74,,Water,Nitrate + Nitrite,7.07,mg/L,Final,,0.1,,1385,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-08-15,09:13:00,,,21OHIO_WQX-P11K09,,Water,Chloride,165,mg/L,Final,,5.0,,1812,Chloride by Colorimetric Analysis I,STORET,
2017-04-04,13:31:00,,,21OHIO_WQX-P11P05,,Water,"Temperature, water",10.1,deg C,Final,,,,1812,,STORET,
2017-08-29,09:46:00,,,21OHIO_WQX-P11P08,,Water,Nitrate + Nitrite,0.142,mg/L,Final,,0.1,,1812,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-09-06,13:03:00,,,21OHIO_WQX-P11P05,,Water,pH,7.37,,Final,,,,1812,,STORET,
2017-07-24,12:51:00,,,21OHIO_WQX-P11A03,,Water,Specific conductance,774,umho/cm,Final,,2.0,,1812,2510 B ~ Conductivity - Laboratory Method,STORET,
2017-04-05,08:57:00,,,21OHIO_WQX-P11S74,,Water,Specific conductance,785,umho/cm,Final,,2.0,,1385,2510 B ~ Conductivity - Laboratory Method,STORET,
2017-07-24,13:55:00,,,21OHIO_WQX-P11P08,,Water,Chemical oxygen demand,20.5,mg/L,Final,,20.0,,1812,5220 D ~ Chemical Oxygen Demand by Colorimetry- Closed Reflux,STORET,
2017-07-11,11:33:00,,,21OHIO_WQX-P11Q07,,Water,Calcium,53.3,mg/L,Final,,2.0,,1812,Metals in Water by ICP-AES,STORET,
2017-08-15,09:37:00,,,21OHIO_WQX-P11P18,,Water,Sulfate,62.2,mg/L,Final,,10.0,,1812,Sulfate in Water by Colorimetry,STORET,
2017-05-02,14:24:00,,,21OHIO_WQX-P11P05,,Water,Specific conductance,649,umho/cm,Final,,2.0,,1812,2510 B ~ Conductivity - Laboratory Method,STORET,
2017-07-11,10:51:00,,,21OHIO_WQX-P11P05,,Water,Chromium,5.2,ug/L,Final,,2.0,,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-07-17,15:33:00,,,21OHIO_WQX-P11P18,,Water,Calcium,78.4,mg/L,Final,,2.0,,1771,Metals in Water by ICP-AES,STORET,
2017-09-14,14:40:00,,,21OHIO_WQX-P11P18,,Water,Orthophosphate,0.0207,mg/L,Final,,0.01,,1771,Phosphorus by Colorimetry,STORET,
2017-08-22,10:54:00,,,21OHIO_WQX-P11S74,,Water,Total suspended solids,13.5,mg/L,Final,,5.0,,1385;1822,2540 D ~ Total Suspended Solids in Water,STORET,
2017-07-17,15:09:00,,,21OHIO_WQX-P11S74,,Water,Dissolved oxygen saturation,107.4,%,Final,,,,1385,,STORET,
2017-06-20,10:43:00,,,21OHIO_WQX-P11P05,,Water,Total Kjeldahl nitrogen (Organic N & NH3),2.95,mg/L,Final,,0.2,,1812,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,STORET,
2017-12-07,13:21:00,,,21OHIO_WQX-P11S74,,Water,Total Kjeldahl nitrogen (Organic N & NH3),0.707,mg/L,Final,,0.2,,1385,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,STORET,
2017-07-11,11:09:00,,,21OHIO_WQX-P11A07,,Water,Potassium,3.24,mg/L,Final,,2.0,,1812,Metals in Water by ICP-AES,STORET,
2017-08-22,10:54:00,,,21OHIO_WQX-P11S74,,Water,"Temperature, water",23.6,deg C,Final,,,,1385;1822,,STORET,
2017-07-11,09:47:00,,,21OHIO_WQX-P11K10,,Water,"Alkalinity, total",148,mg/L,Final,,5.0,,1812,Alkalinity by Titration,STORET,
2017-02-08,12:01:00,,,21OHIO_WQX-P11P18,,Water,"Temperature, water",4.6,deg C,Final,,,,1771,,STORET,
2017-07-24,13:55:00,,,21OHIO_WQX-P11P08,,Water,Dissolved oxygen saturation,88.3,%,Final,,,,1812,,STORET,
2017-07-25,09:18:00,,,21OHIO_WQX-P11A07,,Water,"Temperature, water",18.9,deg C,Final,,,,1812,,STORET,
2017-08-15,10:37:00,,,21OHIO_WQX-P11A07,,Water,Specific conductance,1066,umho/cm,Final,,,,1812,,STORET,
2017-07-17,15:33:00,,,21OHIO_WQX-P11P18,,Water,Chemical oxygen demand,,,Final,,20.0,Below Reporting Limit,1771,5220 D ~ Chemical Oxygen Demand by Colorimetry- Closed Reflux,STORET,
2017-10-30,11:39:00,,,21OHIO_WQX-P11S74,,Water,Nitrate + Nitrite,,,Final,,0.1,Below Reporting Limit,1385;1822,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-08-29,09:35:00,,,21OHIO_WQX-P11P18,,Water,Nickel,2.7,ug/L,Final,,2.0,,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-10-30,11:39:00,,,21OHIO_WQX-P11S74,,Water,Ammonia,0.0586,mg/L,Final,,0.05,,1385;1822,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,STORET,
2017-05-30,11:26:00,,,21OHIO_WQX-P11P05,,Water,Selenium,,,Final,,2.0,Below Reporting Limit,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-07-24,12:40:00,,,21OHIO_WQX-P11K05,,Water,Nitrate + Nitrite,2.71,mg/L,Final,,0.1,,1812,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-10-30,11:39:00,,,21OHIO_WQX-P11S74,,Water,Potassium,7.73,mg/L,Final,,2.0,,1385;1822,Metals in Water by ICP-AES,STORET,
2017-08-15,10:13:00,,,21OHIO_WQX-P11P05,,Water,Zinc,,,Final,,10.0,Below Reporting Limit,1812,Metals in Water by ICP-AES,STORET,
2017-08-22,10:54:00,,,21OHIO_WQX-P11S74,,Water,Calcium,69.8,mg/L,Final,,2.0,,1385;1822,Metals in Water by ICP-AES,STORET,
2017-07-11,10:51:00,,,21OHIO_WQX-P11P05,,Water,Nitrite,0.0317,mg/L,Final,,0.02,,1812,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-06-19,14:37:00,,,21OHIO_WQX-P11K05,,Water,"Temperature, water",24.2,deg C,Final,,,,1812,,STORET,
2017-08-29,09:13:00,,,21OHIO_WQX-P11K09,,Water,Total Kjeldahl nitrogen (Organic N & NH3),0.723,mg/L,Final,,0.2,,1812,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,STORET,
2017-04-20,14:37:00,,,21OHIO_WQX-P11P05,,Water,Total dissolved solids,414,mg/L,Final,,10.0,,1812,2540 C ~ Total Dissolved Solids in Water,STORET,
2017-09-06,12:09:00,,,21OHIO_WQX-P11K09,,Water,Specific conductance,794,umho/cm,Final,,2.0,,1812,2510 B ~ Conductivity - Laboratory Method,STORET,
2017-03-20,13:05:00,,,21OHIO_WQX-P11P18,,Water,Total dissolved solids,564,mg/L,Final,,10.0,,1771,2540 C ~ Total Dissolved Solids in Water,STORET,
2017-06-14,15:25:00,,,21OHIO_WQX-P11P05,,Water,Orthophosphate,0.0556,mg/L,Final,,0.01,,1812,Phosphorus by Colorimetry,STORET,
2017-04-20,14:37:00,,,21OHIO_WQX-P11P05,,Water,Cadmium,,,Final,,0.2,Below Reporting Limit,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-10-17,16:35:00,,,21OHIO_WQX-P11P05,,Water,Nitrate + Nitrite,0.634,mg/L,Final,,0.1,,1812,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-05-02,14:24:00,,,21OHIO_WQX-P11P05,,Water,Dissolved oxygen saturation,93.6,%,Final,,,,1812,,STORET,
2017-07-27,14:40:00,,,21OHIO_WQX-P11P05,,Water,Dissolved oxygen saturation,86.4,%,Final,,,,1812,,STORET,
2017-05-24,12:58:00,,,21OHIO_WQX-P11S74,,Water,"Temperature, water",17.9,deg C,Final,,,,1385,,STORET,
2017-05-30,11:26:00,,,21OHIO_WQX-P11P05,,Water,Nitrite,0.0698,mg/L,Final,,0.02,,1812,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2017-07-25,09:01:00,,,21OHIO_WQX-P11P05,,Water,Zinc,,,Final,,10.0,Below Reporting Limit,1812,Metals in Water by ICP-AES,STORET,
2017-08-15,09:37:00,,,21OHIO_WQX-P11P18,,Water,Chemical oxygen demand,,,Final,,20.0,Below Reporting Limit,1812,5220 D ~ Chemical Oxygen Demand by Colorimetry- Closed Reflux,STORET,
2017-06-20,10:20:00,,,21OHIO_WQX-P11P08,,Water,"Hardness, Ca, Mg",227,mg/L,Final,,10.0,,1812,Metals in Water by ICP-AES,STORET,
2017-04-13,12:41:00,,,21OHIO_WQX-P11P05,,Water,Calcium,87.6,mg/L,Final,,2.0,,1812,Metals in Water by ICP-AES,STORET,
2017-09-06,12:09:00,,,21OHIO_WQX-P11K09,,Water,"Temperature, water",15.2,deg C,Final,,,,1812,,STORET,
2017-04-20,14:37:00,,,21OHIO_WQX-P11P05,,Water,Total suspended solids,11,mg/L,Final,,5.0,,1812,2540 D ~ Total Suspended Solids in Water,STORET,
2017-02-08,12:26:00,,,21OHIO_WQX-P11S74,,Water,Total suspended solids,108,mg/L,Final,,20.0,,1385,2540 D ~ Total Suspended Solids in Water,STORET,
2017-07-25,09:37:00,,,21OHIO_WQX-P11Q07,,Water,Potassium,2.42,mg/L,Final,,2.0,,1812,Metals in Water by ICP-AES,STORET,
2017-07-24,13:34:00,,,21OHIO_WQX-P11P18,,Water,Copper,2.01,ug/L,Final,,2.0,,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-04-04,13:31:00,,,21OHIO_WQX-P11P05,,Water,Calcium,75.1,mg/L,Final,,2.0,,1812,Metals in Water by ICP-AES,STORET,
2017-07-24,13:34:00,,,21OHIO_WQX-P11P18,,Water,"Total Phosphorus, mixed forms",0.0698,mg/L,Final,,0.01,,1812,Total Phosphorus After Block Digestion,STORET,
2017-08-29,10:08:00,,,21OHIO_WQX-P11P05,,Water,Sodium,95.1,mg/L,Final,,5.0,,1812,Metals in Water by ICP-AES,STORET,
2017-06-20,10:20:00,,,21OHIO_WQX-P11P08,,Water,pH,7.84,,Final,,,,1812,,STORET,
2017-08-29,09:35:00,,,21OHIO_WQX-P11P18,,Water,Potassium,3.82,mg/L,Final,,2.0,,1812,Metals in Water by ICP-AES,STORET,
2017-08-29,10:27:00,,,21OHIO_WQX-P11A07,,Water,Lead,,,Final,,2.0,Below Reporting Limit,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-07-11,10:24:00,,,21OHIO_WQX-P11P18,,Water,Selenium,,,Final,,2.0,Below Reporting Limit,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-04-04,13:31:00,,,21OHIO_WQX-P11P05,,Water,Manganese,69,ug/L,Final,,10.0,,1812,Metals in Water by ICP-AES,STORET,
2017-06-19,14:50:00,,,21OHIO_WQX-P11A03,,Water,Dissolved oxygen (DO),7.96,mg/L,Final,,,,1812,,STORET,
2017-05-02,14:24:00,,,21OHIO_WQX-P11P05,,Water,Orthophosphate,0.0273,mg/L,Final,,0.01,,1812,Phosphorus by Colorimetry,STORET,
2017-04-11,08:57:00,,,21OHIO_WQX-P11P05,,Water,Copper,2.49,ug/L,Final,,2.0,,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2017-09-06,12:41:00,,,21OHIO_WQX-P11P08,,Water,Selenium,,,Final,,2.0,Below Reporting Limit,1812,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
